Hours_Studied,Attendance,Tutoring_Sessions,Physical_Activity,Sleep_Hours,Cluster_Name
0.5049415064154527,0.34837540699138664,-1.213934457288018,0.03141133078780467,-0.01979557715729433,Regular Attendees
-0.16282241129609587,-1.3837360532878724,0.41145108517868284,1.0011994733813825,0.6613991013752177,Focused Learners
0.6718824858433398,1.5608534291868679,0.41145108517868284,1.0011994733813825,-0.01979557715729433,Active Improvers
1.5065873829827754,0.7814032720612014,-0.40124168605466753,1.0011994733813825,0.6613991013752177,Focused Learners
-0.16282241129609587,1.0412199911030902,1.2241438564120333,1.0011994733813825,-0.7009902556898064,Active Improvers
-0.16282241129609587,0.6947976990472384,1.2241438564120333,0.03141133078780467,0.6613991013752177,Active Improvers
1.5065873829827754,0.34837540699138664,-0.40124168605466753,-0.938376811805773,-0.01979557715729433,Regular Attendees
0.8388234652712269,-0.1712580310923911,-0.40124168605466753,-0.938376811805773,-0.7009902556898064,Regular Attendees
-0.49670437015187013,1.2144311371310161,-1.213934457288018,-1.9081649543993509,-0.7009902556898064,Regular Attendees
0.5049415064154527,1.5608534291868679,-1.213934457288018,1.9709876159749602,0.6613991013752177,Focused Learners
-0.49670437015187013,0.0019531149355348125,2.0368366276453838,1.0011994733813825,0.6613991013752177,Active Improvers
-0.49670437015187013,1.474247856172905,0.41145108517868284,-0.938376811805773,-0.7009902556898064,Regular Attendees
0.17105954755967837,0.26176983397742365,0.41145108517868284,1.0011994733813825,0.6613991013752177,Focused Learners
-1.8322322055749671,0.17516426096346072,0.41145108517868284,0.03141133078780467,0.6613991013752177,Active Improvers
-1.66529122614708,-0.1712580310923911,-0.40124168605466753,1.0011994733813825,0.6613991013752177,Active Improvers
-0.49670437015187013,-1.0373137612320207,0.41145108517868284,1.0011994733813825,0.6613991013752177,Focused Learners
-0.9975273084355315,-1.7301583453437241,-1.213934457288018,0.03141133078780467,2.023788458440242,Focused Learners
0.3380005269875655,-0.8641026152040947,-0.40124168605466753,0.03141133078780467,-0.7009902556898064,Focused Learners
-0.8305863290076444,0.0019531149355348125,1.2241438564120333,-0.938376811805773,1.3425937799077299,Regular Attendees
-1.3314092672913058,-0.4310747501342799,1.2241438564120333,1.0011994733813825,-0.01979557715729433,Active Improvers
1.5065873829827754,-0.1712580310923911,-1.213934457288018,-1.9081649543993509,-1.3821849342223185,Regular Attendees
-0.16282241129609587,1.6474590022008309,-0.40124168605466753,0.03141133078780467,-0.7009902556898064,Regular Attendees
0.0041185681317912485,-0.5176803231482429,-0.40124168605466753,-0.938376811805773,0.6613991013752177,Regular Attendees
-1.498350246719193,-0.1712580310923911,-0.40124168605466753,0.03141133078780467,0.6613991013752177,Regular Attendees
-0.49670437015187013,-1.2971304802739094,0.41145108517868284,0.03141133078780467,-1.3821849342223185,Active Improvers
0.17105954755967837,-1.5569471993157984,-1.213934457288018,0.03141133078780467,-0.7009902556898064,Focused Learners
-1.1644682878634187,0.9546144180891273,-0.40124168605466753,-0.938376811805773,-0.7009902556898064,Regular Attendees
0.3380005269875655,0.26176983397742365,-1.213934457288018,-0.938376811805773,-0.7009902556898064,Regular Attendees
-0.6636453495797573,0.8680088450751643,-0.40124168605466753,0.03141133078780467,-2.0633796127548307,Active Improvers
-0.329763390723983,-1.2105249072599464,0.41145108517868284,-0.938376811805773,-2.0633796127548307,Active Improvers
-0.6636453495797573,0.26176983397742365,-1.213934457288018,1.0011994733813825,-0.7009902556898064,Active Improvers
1.8404693418385496,-0.8641026152040947,-0.40124168605466753,0.03141133078780467,-0.01979557715729433,Focused Learners
0.0041185681317912485,-0.9507081882180577,0.41145108517868284,0.03141133078780467,0.6613991013752177,Focused Learners
-0.9975273084355315,-1.7301583453437241,0.41145108517868284,0.03141133078780467,-1.3821849342223185,Active Improvers
0.8388234652712269,-1.2971304802739094,0.41145108517868284,0.03141133078780467,-1.3821849342223185,Focused Learners
-1.1644682878634187,-0.6908914691761688,-0.40124168605466753,0.03141133078780467,-0.7009902556898064,Active Improvers
0.17105954755967837,-1.2971304802739094,0.41145108517868284,0.03141133078780467,-0.01979557715729433,Focused Learners
-1.9991731850028542,1.6474590022008309,0.41145108517868284,1.9709876159749602,1.3425937799077299,Active Improvers
-1.3314092672913058,-0.6908914691761688,-0.40124168605466753,1.9709876159749602,0.6613991013752177,Focused Learners
0.17105954755967837,-1.2971304802739094,-0.40124168605466753,1.0011994733813825,-0.7009902556898064,Focused Learners
0.6718824858433398,-1.0373137612320207,1.2241438564120333,-1.9081649543993509,0.6613991013752177,Regular Attendees
0.17105954755967837,0.34837540699138664,-0.40124168605466753,-0.938376811805773,-0.7009902556898064,Regular Attendees
-0.16282241129609587,-1.4703416263018354,-0.40124168605466753,0.03141133078780467,-0.01979557715729433,Focused Learners
-0.329763390723983,1.2144311371310161,1.2241438564120333,-0.938376811805773,-0.01979557715729433,Regular Attendees
-1.498350246719193,1.5608534291868679,-0.40124168605466753,0.03141133078780467,1.3425937799077299,Regular Attendees
-0.6636453495797573,-0.8641026152040947,0.41145108517868284,0.03141133078780467,0.6613991013752177,Focused Learners
-0.49670437015187013,-0.1712580310923911,-0.40124168605466753,0.03141133078780467,-0.7009902556898064,Active Improvers
1.005764444699114,-1.6435527723297614,0.41145108517868284,0.03141133078780467,-0.7009902556898064,Focused Learners
0.3380005269875655,0.5215865530193126,1.2241438564120333,-0.938376811805773,-0.01979557715729433,Regular Attendees
-1.8322322055749671,-0.25786360410635406,0.41145108517868284,0.03141133078780467,-1.3821849342223185,Active Improvers
0.3380005269875655,-0.7774970421901317,-0.40124168605466753,1.0011994733813825,-0.01979557715729433,Focused Learners
-0.329763390723983,-1.0373137612320207,-1.213934457288018,0.03141133078780467,-0.01979557715729433,Focused Learners
-0.6636453495797573,0.5215865530193126,0.41145108517868284,1.0011994733813825,0.6613991013752177,Active Improvers
0.6718824858433398,-0.25786360410635406,-1.213934457288018,0.03141133078780467,0.6613991013752177,Focused Learners
1.005764444699114,-1.1239193342459837,0.41145108517868284,1.0011994733813825,-0.01979557715729433,Focused Learners
1.005764444699114,0.6947976990472384,-0.40124168605466753,1.0011994733813825,-1.3821849342223185,Active Improvers
